LR,epsilon,epochs,Clean Acc,Acc backdoor,Backdoor source,Backdoor target
0.01,0.1,1,83.829,91.543,6.489796191453934,89.15033340454102
0.01,0.1,10,85.76299999999999,95.27,0.4081632476300001,95.67119479179382
0.01,0.1,25,86.693,96.306,0.46938774175941944,97.08898663520813
0.01,0.1,50,87.51400000000001,97.07499999999999,1.3367347419261932,97.72247076034546
0.01,0.1,75,87.788,97.53,0.07142856484279037,97.94368743896484
0.01,0.1,90,89.172,97.62100000000001,13.193878531455994,98.05933237075806
0.01,0.1,100,87.93199999999999,97.66600000000001,0.1326530589722097,98.08446764945984
0.01,0.01,1,92.93100000000001,83.338,98.1020450592041,47.300153970718384
0.01,0.01,10,95.251,87.96000000000001,98.88775944709778,60.055309534072876
0.01,0.01,25,96.22400000000002,92.804,99.13264513015747,80.6988537311554
0.01,0.01,50,97.007,95.32900000000001,99.46938753128052,89.40674066543579
0.01,0.01,75,97.377,96.48100000000001,99.58163499832153,93.42886209487915
0.01,0.01,90,97.62899999999999,96.905,99.55102205276489,94.72599029541016
0.01,0.01,100,97.69500000000001,97.111,99.50000047683716,95.48014402389526
0.01,0.001,1,93.03399999999999,83.40700000000001,98.54081869125366,47.20462262630463
0.01,0.001,10,95.275,85.58,98.86735081672668,48.27551245689392
0.01,0.001,25,96.24100000000001,86.51500000000001,99.16325807571411,48.572149872779846
0.01,0.001,50,97.09599999999999,87.39,99.56122636795044,49.01960790157318
0.01,0.001,75,97.457,88.12100000000001,99.57143068313599,51.287078857421875
0.01,0.001,90,97.53999999999999,88.38,99.59183931350708,52.54901647567749
0.01,0.001,100,97.64899999999999,88.54599999999999,99.54081773757935,52.52891182899475
0.001,0.1,1,88.726,83.06700000000001,75.30611753463745,56.23931884765625
0.001,0.1,10,83.88699999999999,91.65899999999999,6.57142773270607,89.33132290840149
0.001,0.1,25,84.689,93.488,2.499999850988388,92.50879287719727
0.001,0.1,50,85.163,94.41499999999999,1.3163265772163868,94.0020203590393
0.001,0.1,75,85.459,94.88499999999999,0.5306122358888388,94.94721293449402
0.001,0.1,90,85.69800000000001,95.13000000000002,0.7448979653418064,95.51532864570618
0.001,0.1,100,85.88199999999999,95.29099999999998,1.6020407900214195,95.83709836006165
0.001,0.01,1,90.701,81.374,98.30611944198608,47.30517864227295
0.001,0.01,10,92.985,83.38199999999999,98.04080724716187,47.35545217990875
0.001,0.01,25,94.05,84.465,98.20407629013062,47.79285788536072
0.001,0.01,50,94.55499999999999,85.183,98.42856526374817,49.23579692840576
0.001,0.01,75,94.973,86.364,98.71428608894348,53.14228534698486
0.001,0.01,90,95.11800000000001,87.28500000000001,98.84694218635559,57.20965266227722
0.001,0.01,100,95.22800000000001,87.70400000000001,98.81632924079895,59.265971183776855
0.001,0.001,1,90.59400000000002,81.123,98.45918416976929,47.13926315307617
0.001,0.001,10,93.064,83.471,98.42857122421265,47.23982214927673
0.001,0.001,25,94.056,84.399,98.56122136116028,47.71241545677185
0.001,0.001,50,94.692,85.068,98.62244725227356,48.019105195999146
0.001,0.001,75,95.048,85.384,98.83672595024109,48.16490709781647
0.001,0.001,90,95.142,85.523,98.77551198005676,48.305678367614746
0.001,0.001,100,95.32300000000001,85.65599999999999,98.84694218635559,48.401203751564026
1e-05,0.1,1,95.36,86.029,96.93878889083862,48.69281351566315
1e-05,0.1,10,94.99100000000001,85.695,96.82654142379761,48.91402721405029
1e-05,0.1,25,94.056,84.657,96.83674573898315,49.00955259799957
1e-05,0.1,50,91.913,83.324,92.02040433883667,50.24133324623108
1e-05,0.1,75,90.24199999999999,82.744,85.6224536895752,52.45349407196045
1e-05,0.1,90,89.395,82.877,80.65305948257446,54.454505443573
1e-05,0.1,100,88.851,82.968,76.59183740615845,55.811965465545654
1e-05,0.01,1,95.37,86.057,96.93878889083862,48.69783818721771
1e-05,0.01,10,95.074,85.618,98.36734533309937,48.652586340904236
1e-05,0.01,25,94.026,84.41300000000001,98.6530601978302,48.41126501560211
1e-05,0.01,50,92.11200000000001,82.64099999999999,98.50000143051147,47.777777910232544
1e-05,0.01,75,91.16100000000002,81.665,98.35714101791382,47.491201758384705
1e-05,0.01,90,90.828,81.51299999999999,98.35714101791382,47.430866956710815
1e-05,0.01,100,90.71399999999998,81.29400000000001,98.31632375717163,47.34037518501282
1e-05,0.001,1,95.378,86.048,96.93878889083862,48.70789051055908
