LR,epsilon,epochs,Clean Acc,Acc backdoor,Backdoor source,Backdoor target
0.001,0.001,75,87.73701923076923,79.24951923076922,91.58749580383301,40.41249752044678
0.001,0.001,90,87.7360576923077,79.55817307692307,91.50000810623169,40.31875133514404
0.001,0.001,100,87.89759615384614,79.86875,91.31249189376831,40.6624972820282
1e-05,0.1,1,87.94423076923077,72.0798076923077,86.74999475479126,35.69375276565552
1e-05,0.1,10,88.22500000000001,72.97740384615385,85.63749194145203,38.606247305870056
1e-05,0.1,25,87.30384615384617,71.68942307692308,81.11249804496765,40.39374887943268
1e-05,0.1,50,85.84423076923078,70.31971153846155,75.17499327659607,40.83750247955322
1e-05,0.1,75,85.28557692307693,70.16057692307693,72.01250195503235,41.475000977516174
1e-05,0.1,90,85.14038461538462,70.38653846153845,70.38750052452087,41.89375340938568
1e-05,0.1,100,85.00384615384615,70.4514423076923,69.38750147819519,42.1562522649765
1e-05,0.01,1,87.97115384615384,71.88028846153847,86.74999475479126,35.4375034570694
1e-05,0.01,10,88.28461538461538,72.60721153846154,88.31250071525574,36.76249980926514
1e-05,0.01,25,87.55288461538461,71.25913461538462,86.92499995231628,37.031251192092896
1e-05,0.01,50,86.29711538461538,69.72307692307693,85.77499389648438,36.59999668598175
1e-05,0.01,75,85.75048076923076,69.57548076923078,84.7000002861023,37.193748354911804
1e-05,0.01,90,85.59567307692308,69.71634615384616,84.57500338554382,37.5124990940094
1e-05,0.01,100,85.48846153846154,69.69711538461539,84.7249984741211,37.46249973773956
1e-05,0.001,1,87.97019230769232,71.89375,86.74999475479126,35.56250035762787
1e-05,0.001,10,88.22307692307692,72.50576923076923,89.3500030040741,36.118751764297485
1e-05,0.001,25,87.5264423076923,71.00288461538462,88.22500109672546,35.68750023841858
1e-05,0.001,50,86.29038461538462,69.36490384615385,87.23750114440918,34.681254625320435
1e-05,0.001,75,85.82548076923078,69.23028846153848,87.61249780654907,34.93124842643738
1e-05,0.001,90,85.6514423076923,69.27259615384614,87.55000233650208,35.337501764297485
1e-05,0.001,100,85.55576923076924,69.39807692307693,87.48750686645508,35.749998688697815
1e-06,0.1,1,87.85528846153848,71.81538461538462,86.37499809265137,35.24375259876251
1e-06,0.1,10,87.94615384615383,71.94807692307691,86.74999475479126,35.53749918937683
1e-06,0.1,25,88.15817307692308,72.31875,86.49998903274536,36.32500171661377
1e-06,0.1,50,88.18317307692307,72.6610576923077,86.42500042915344,37.37500309944153
1e-06,0.1,75,88.3375,72.83749999999999,86.86250448226929,37.90000081062317
1e-06,0.1,90,88.30432692307693,72.98028846153846,86.11249923706055,38.28125
1e-06,0.1,100,88.22163461538462,72.96826923076922,85.67498922348022,38.618746399879456
1e-06,0.01,1,87.85192307692307,71.7966346153846,86.37499809265137,35.19999980926514
1e-06,0.01,10,87.96923076923076,71.93173076923078,86.74999475479126,35.56874692440033
1e-06,0.01,25,88.08798076923077,72.22836538461539,86.74999475479126,35.868749022483826
1e-06,0.01,50,88.2221153846154,72.51826923076923,87.65000104904175,36.20000183582306
1e-06,0.01,75,88.31201923076922,72.65625,88.23750615119934,36.75000071525574
1e-06,0.01,90,88.27836538461538,72.75961538461539,88.46250772476196,36.57500147819519
1e-06,0.01,100,88.28557692307692,72.71875,88.32500576972961,36.81250214576721
1e-06,0.001,1,87.85096153846153,71.70288461538463,86.37499809265137,35.36250293254852
1e-06,0.001,10,87.96874999999999,71.9701923076923,86.74999475479126,35.25000214576721
1e-06,0.001,25,88.0783653846154,72.18461538461538,86.87499761581421,35.70625185966492
1e-06,0.001,50,88.20721153846154,72.47067307692308,88.16249966621399,35.76250076293945
1e-06,0.001,75,88.23798076923079,72.54375,88.74999284744263,36.006250977516174
1e-06,0.001,90,88.25192307692308,72.56153846153846,89.17499780654907,36.125001311302185
1e-06,0.001,100,88.23028846153845,72.52067307692309,89.3375039100647,36.131247878074646
